"REF_DATE","GEO","DGUID","Trade","United States","Harmonized System (HS) Sections","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-03","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","682","","","","0"
"2021-04","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","874","","","","0"
"2021-05","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","364","","","","0"
"2021-06","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","870","","","","0"
"2021-07","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","446","","","","0"
"2021-08","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","480","","","","0"
"2021-09","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","464","","","","0"
"2021-10","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","438","","","","0"
"2021-11","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","333","","","","0"
"2021-12","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","215","","","","0"
"2022-01","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","351","","","","0"
"2022-02","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","689","","","","0"
"2022-03","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","847","","","","0"
"2022-04","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","108","","","","0"
"2022-05","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","469","","","","0"
"2022-06","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","373","","","","0"
"2022-07","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","664","","","","0"
"2022-08","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1219","","","","0"
"2022-09","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","75","","","","0"
"2022-10","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1631","","","","0"
"2022-11","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","733","","","","0"
"2022-12","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","10421","","","","0"
"2023-01","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","663","","","","0"
"2023-02","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","1","","","","0"
"2023-03","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","210","","","","0"
"2023-04","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","8777","","","","0"
"2023-05","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","8349","","","","0"
"2023-06","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","628","","","","0"
"2023-07","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","7967","","","","0"
"2023-08","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","7809","","","","0"
"2023-09","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","8529","","","","0"
"2023-10","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","8432","","","","0"
"2023-11","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","6427","","","","0"
"2023-12","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","927","","","","0"
"2024-01","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","5362","","","","0"
"2024-02","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","5490","","","","0"
"2024-03","Nova Scotia","2016A000212","Total imports","Total United States","IV - Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactures tobacco substitutes","Dollars","81","thousands","3","v113385975","4.4.1.5","5091","","","","0"
"2017-01","New Brunswick","2016A000213","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113390636","5.4.1.2","19100","","","","0"
"2017-02","New Brunswick","2016A000213","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113390636","5.4.1.2","10680","","","","0"
"2017-03","New Brunswick","2016A000213","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113390636","5.4.1.2","10148","","","","0"
"2017-04","New Brunswick","2016A000213","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113390636","5.4.1.2","14136","","","","0"
"2017-05","New Brunswick","2016A000213","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113390636","5.4.1.2","23746","","","","0"
"2017-06","New Brunswick","2016A000213","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113390636","5.4.1.2","26258","","","","0"
"2017-07","New Brunswick","2016A000213","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113390636","5.4.1.2","38410","","","","0"
"2017-08","New Brunswick","2016A000213","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113390636","5.4.1.2","99361","","","","0"
"2017-09","New Brunswick","2016A000213","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113390636","5.4.1.2","61625","","","","0"
"2017-10","New Brunswick","2016A000213","Total imports","Total United States","I - Live animals and animal products","Dollars","81","thousands","3","v113390636","5.4.1.2","85123","","","","0"
